market,t_off,idx,side,outcome,size,price,usdc,score,dscore,ofi,bsi,cvd,up_bid,up_ask,down_bid,down_ask,bid_sum,ask_sum,intent_before,dom_filled,opp_filled,avg_dom,avg_opp,avg_sum,imbalance,gap_to_prev_trade_s,candidate_trigger,candidate_role,confidence,predicted_opener,opener_rule,opener_match
btc-updown-5m-1777467600,40,14,BUY,Down,35.0000,0.2457,8.6000,4.6925,+0.0000,-0.5965,-2.5451,-6.9925,0.550,0.560,0.440,0.450,0.990,1.010,Up,413.12,86.94,0.6219,0.5056,1.1274,+0.652,0,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,54,15,BUY,Up,9.7100,0.6100,5.9231,4.6080,-0.0845,-0.5784,-0.4143,-6.8965,0.640,0.650,0.350,0.360,0.990,1.010,Up,413.12,121.94,0.6219,0.4310,1.0528,+0.544,14,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,54,16,BUY,Up,41.0000,0.5530,22.6717,4.6080,+0.0000,-0.5784,-0.4143,-6.8965,0.640,0.650,0.350,0.360,0.990,1.010,Up,422.83,121.94,0.6216,0.4310,1.0526,+0.552,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,54,17,BUY,Up,7.9487,0.6100,4.8487,4.6080,+0.0000,-0.5784,-0.4143,-6.8965,0.640,0.650,0.350,0.360,0.990,1.010,Up,463.83,121.94,0.6155,0.4310,1.0465,+0.584,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,54,18,BUY,Up,10.0000,0.5850,5.8500,4.6080,+0.0000,-0.5784,-0.4143,-6.8965,0.640,0.650,0.350,0.360,0.990,1.010,Up,471.78,121.94,0.6154,0.4310,1.0464,+0.589,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,54,19,BUY,Up,5.1316,0.6200,3.1816,4.6080,+0.0000,-0.5784,-0.4143,-6.8965,0.640,0.650,0.350,0.360,0.990,1.010,Up,481.78,121.94,0.6148,0.4310,1.0458,+0.596,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,56,20,BUY,Up,31.7200,0.6200,19.6664,4.7330,+0.1250,-0.5785,-0.3431,-6.8943,0.630,0.640,0.360,0.370,0.990,1.010,Up,486.91,121.94,0.6148,0.4310,1.0458,+0.599,2,unknown,unknown,low,Up,momentum_score_avg,
btc-updown-5m-1777467600,56,21,BUY,Up,5.1316,0.6200,3.1816,4.7330,+0.0000,-0.5785,-0.3431,-6.8943,0.630,0.640,0.360,0.370,0.990,1.010,Up,518.63,121.94,0.6152,0.4310,1.0461,+0.619,0,unknown,unknown,low,Up,momentum_score_avg,
btc-updown-5m-1777467600,72,22,BUY,Up,78.0000,0.8500,66.3000,8.5727,+3.8397,+0.2444,+2.4033,+2.4308,0.840,0.850,0.150,0.160,0.990,1.010,Up,523.76,121.94,0.6152,0.4310,1.0462,+0.622,16,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,72,23,BUY,Up,36.0000,0.7903,28.4500,8.5727,+0.0000,+0.2444,+2.4033,+2.4308,0.840,0.850,0.150,0.160,0.990,1.010,Up,601.76,121.94,0.6456,0.4310,1.0766,+0.663,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,86,24,BUY,Down,74.0000,0.1600,11.8400,8.1671,-0.4055,+0.1592,+0.5419,+1.4608,0.740,0.750,0.250,0.260,0.990,1.010,Up,637.76,121.94,0.6538,0.4310,1.0848,+0.679,14,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,86,25,BUY,Down,68.0000,0.1600,10.8800,8.1671,+0.0000,+0.1592,+0.5419,+1.4608,0.740,0.750,0.250,0.260,0.990,1.010,Up,637.76,195.94,0.6538,0.3286,0.9824,+0.530,0,parity_gap,hedge_topup,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,88,26,BUY,Down,45.0000,0.2000,9.0000,7.8619,-0.3052,+0.1388,+0.3092,+1.2863,0.740,0.750,0.250,0.260,0.990,1.010,Up,637.76,263.94,0.6538,0.2852,0.9390,+0.415,2,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,88,27,BUY,Down,2.0200,0.1700,0.3434,7.8619,+0.0000,+0.1388,+0.3092,+1.2863,0.740,0.750,0.250,0.260,0.990,1.010,Up,637.76,308.94,0.6538,0.2728,0.9266,+0.347,0,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,88,28,BUY,Down,23.1400,0.1865,4.3152,7.8619,+0.0000,+0.1388,+0.3092,+1.2863,0.740,0.750,0.250,0.260,0.990,1.010,Up,637.76,310.96,0.6538,0.2721,0.9259,+0.344,0,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,100,29,BUY,Up,56.0000,0.7500,42.0000,8.8504,+0.9885,+0.7809,+0.1092,+4.5614,0.750,0.760,0.240,0.250,0.990,1.010,Up,637.76,334.10,0.6538,0.2662,0.9200,+0.312,12,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,106,30,BUY,Up,60.0000,0.7839,47.0334,9.1523,+0.3018,+0.7960,+0.1525,+4.7274,0.810,0.820,0.180,0.190,0.990,1.010,Up,693.76,334.10,0.6616,0.2662,0.9278,+0.350,6,pyramid_signal,pyramid_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,208,31,BUY,Down,44.7800,0.0900,4.0302,7.8033,-1.3490,+0.0674,-0.3455,+0.2309,0.890,0.900,0.100,0.110,0.990,1.010,Up,753.76,334.10,0.6713,0.2662,0.9375,+0.386,102,signal_flip,opener_dom,high,Up,momentum_score_avg,
btc-updown-5m-1777467600,212,32,BUY,Down,83.0000,0.1336,11.0879,7.1609,-0.6425,-0.0783,-0.6731,-0.3128,0.830,0.840,0.160,0.170,0.990,1.010,Down,378.88,753.76,0.2454,0.6713,0.9167,-0.331,4,avg_down_edge,avg_down,high,Up,momentum_score_avg,
btc-updown-5m-1777467600,214,33,BUY,Down,78.0000,0.1500,11.7000,6.8184,-0.3424,-0.0671,-0.5092,-0.2710,0.840,0.850,0.150,0.160,0.990,1.010,Down,461.88,753.76,0.2253,0.6713,0.8966,-0.240,2,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,228,34,BUY,Down,68.0000,0.1509,10.2600,5.6823,-1.1362,-0.3791,-0.0680,-1.1951,0.850,0.860,0.140,0.150,0.990,1.010,Down,539.88,753.76,0.2144,0.6713,0.8857,-0.165,14,unknown,unknown,low,Up,momentum_score_avg,
btc-updown-5m-1777467600,246,35,BUY,Down,26.0000,0.1658,4.3100,5.1898,-0.4924,-0.4057,+0.0023,-1.1515,0.800,0.810,0.190,0.200,0.990,1.010,Down,607.88,753.76,0.2073,0.6713,0.8786,-0.107,18,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,254,36,BUY,Down,17.9900,0.2200,3.9578,4.1364,-1.0535,-0.4325,-0.1192,-1.3519,0.550,0.560,0.440,0.450,0.990,1.010,Down,633.88,753.76,0.2056,0.6713,0.8769,-0.086,8,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,254,37,BUY,Down,51.0000,0.2500,12.7500,4.1364,+0.0000,-0.4325,-0.1192,-1.3519,0.550,0.560,0.440,0.450,0.990,1.010,Down,651.87,753.76,0.2060,0.6713,0.8773,-0.072,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,254,38,BUY,Down,52.0000,0.2451,12.7427,4.1364,+0.0000,-0.4325,-0.1192,-1.3519,0.550,0.560,0.440,0.450,0.990,1.010,Down,702.87,753.76,0.2092,0.6713,0.8805,-0.035,0,unknown,unknown,low,Up,momentum_score_avg,
btc-updown-5m-1777467600,254,39,BUY,Down,0.6700,0.2100,0.1407,4.1364,+0.0000,-0.4325,-0.1192,-1.3519,0.550,0.560,0.440,0.450,0.990,1.010,Down,754.87,753.76,0.2117,0.6713,0.8830,+0.001,0,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,266,40,BUY,Up,41.0000,0.5144,21.0900,4.3850,+0.2487,-0.2405,-0.0134,-0.4837,0.580,0.590,0.410,0.420,0.990,1.010,Down,755.54,753.76,0.2117,0.6713,0.8830,+0.001,12,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,266,41,BUY,Up,42.0000,0.5264,22.1100,4.3850,+0.0000,-0.2405,-0.0134,-0.4837,0.580,0.590,0.410,0.420,0.990,1.010,Down,755.54,794.76,0.2117,0.6632,0.8749,-0.025,0,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,270,42,BUY,Down,40.0000,0.5080,20.3200,4.2187,-0.1663,-0.2754,-0.0593,-0.5445,0.580,0.620,0.380,0.420,0.960,1.040,Down,755.54,836.76,0.2117,0.6563,0.8680,-0.051,4,price_drift,requote_dom,medium,Up,momentum_score_avg,
btc-updown-5m-1777467600,278,43,BUY,Up,42.0000,0.6200,26.0400,5.0309,+0.8122,-0.0192,+0.0417,-0.0302,0.720,0.730,0.270,0.280,0.990,1.010,Down,795.54,836.76,0.2266,0.6563,0.8829,-0.025,8,price_drift,requote_hedge,medium,Up,momentum_score_avg,
btc-updown-5m-1777467900,16,0,BUY,Up,40.0000,0.4900,19.6000,5.3023,+0.0000,+0.1247,+0.9925,+0.6586,0.570,0.590,0.410,0.430,0.980,1.020,,0.00,0.00,0.0000,0.0000,0.0000,+0.000,,signal_open,opener_dom,high,Up,momentum_dscore,match
btc-updown-5m-1777467900,16,1,BUY,Up,40.0000,0.4718,18.8713,5.3023,+0.0000,+0.1247,+0.9925,+0.6586,0.570,0.590,0.410,0.430,0.980,1.020,Up,40.00,0.00,0.4900,0.0000,0.0000,+1.000,0,avg_down_edge,avg_down,high,Up,momentum_dscore,
btc-updown-5m-1777467900,20,2,BUY,Up,40.0000,0.4951,19.8045,5.7073,+0.4050,+0.1264,+0.6551,+0.6674,0.550,0.560,0.440,0.450,0.990,1.010,Up,80.00,0.00,0.4809,0.0000,0.0000,+1.000,4,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,24,3,BUY,Down,25.6900,0.4639,11.9174,5.3065,-0.4008,+0.1192,+0.3962,+0.6428,0.480,0.490,0.510,0.520,0.990,1.010,Up,120.00,0.00,0.4856,0.0000,0.0000,+1.000,4,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,42,4,BUY,Down,9.3300,0.5800,5.4114,2.3628,-2.9437,-0.7367,-11.0074,-16.2882,0.310,0.320,0.680,0.690,0.990,1.010,Up,120.00,25.69,0.4856,0.4639,0.9495,+0.647,18,signal_flip,opener_dom,high,Up,momentum_dscore,
btc-updown-5m-1777467900,42,5,BUY,Down,40.0000,0.4651,18.6031,2.3628,+0.0000,-0.7367,-11.0074,-16.2882,0.310,0.320,0.680,0.690,0.990,1.010,Down,35.02,120.00,0.4948,0.4856,0.9805,-0.548,0,avg_down_edge,avg_down,high,Up,momentum_dscore,
btc-updown-5m-1777467900,42,6,BUY,Down,6.6304,0.5400,3.5804,2.3628,+0.0000,-0.7367,-11.0074,-16.2882,0.310,0.320,0.680,0.690,0.990,1.010,Down,75.02,120.00,0.4790,0.4856,0.9646,-0.231,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,42,7,BUY,Down,23.5600,0.5800,13.6648,2.3628,+0.0000,-0.7367,-11.0074,-16.2882,0.310,0.320,0.680,0.690,0.990,1.010,Down,81.65,120.00,0.4839,0.4856,0.9696,-0.190,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,42,8,BUY,Down,2.3810,0.5800,1.3810,2.3628,+0.0000,-0.7367,-11.0074,-16.2882,0.310,0.320,0.680,0.690,0.990,1.010,Down,105.21,120.00,0.5054,0.4856,0.9911,-0.066,0,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,42,9,BUY,Down,5.7143,0.5800,3.3143,2.3628,+0.0000,-0.7367,-11.0074,-16.2882,0.310,0.320,0.680,0.690,0.990,1.010,Down,107.59,120.00,0.5071,0.4856,0.9927,-0.055,0,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,68,10,BUY,Down,65.0000,0.7978,51.8538,1.0745,-1.2883,-0.8623,-1.4852,-17.5906,0.180,0.190,0.810,0.820,0.990,1.010,Down,113.31,120.00,0.5108,0.4856,0.9964,-0.029,26,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,70,11,BUY,Down,63.0000,0.7884,49.6700,0.9248,-0.1496,-0.8622,-1.2796,-17.6023,0.170,0.180,0.820,0.830,0.990,1.010,Down,178.31,120.00,0.6154,0.4856,1.1010,+0.195,2,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,70,12,BUY,Down,74.0000,0.8088,59.8476,0.9248,+0.0000,-0.8622,-1.2796,-17.6023,0.170,0.180,0.820,0.830,0.990,1.010,Down,241.31,120.00,0.6606,0.4856,1.1462,+0.336,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,76,13,BUY,Up,71.0000,0.1603,11.3781,1.2933,+0.3684,-0.8679,-5.4186,-23.5020,0.240,0.250,0.750,0.760,0.990,1.010,Down,315.31,120.00,0.6953,0.4856,1.1810,+0.449,6,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,82,14,BUY,Up,3.5256,0.2200,0.7756,1.2347,-0.0586,-0.9252,-3.0918,-24.5103,0.250,0.260,0.740,0.750,0.990,1.010,Down,315.31,191.00,0.6953,0.3647,1.0600,+0.246,6,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,84,15,BUY,Up,53.0000,0.2300,12.1900,1.3330,+0.0984,-0.9249,-2.5038,-24.5052,0.200,0.210,0.790,0.800,0.990,1.010,Down,315.31,194.53,0.6953,0.3621,1.0574,+0.237,2,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,84,16,BUY,Up,52.0000,0.2300,11.9600,1.3330,+0.0000,-0.9249,-2.5038,-24.5052,0.200,0.210,0.790,0.800,0.990,1.010,Down,315.31,247.53,0.6953,0.3338,1.0291,+0.120,0,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,86,17,BUY,Down,17.0000,0.7600,12.9200,1.2179,-0.1151,-0.9249,-2.0369,-24.4946,0.200,0.210,0.790,0.800,0.990,1.010,Down,315.31,299.53,0.6953,0.3158,1.0111,+0.026,2,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,86,18,BUY,Down,38.0000,0.7563,28.7400,1.2179,+0.0000,-0.9249,-2.0369,-24.4946,0.200,0.210,0.790,0.800,0.990,1.010,Down,332.31,299.53,0.6986,0.3158,1.0144,+0.052,0,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,86,19,BUY,Down,58.0000,0.7700,44.6600,1.2179,+0.0000,-0.9249,-2.0369,-24.4946,0.200,0.210,0.790,0.800,0.990,1.010,Down,370.31,299.53,0.7046,0.3158,1.0203,+0.106,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,88,20,BUY,Down,60.0000,0.7700,46.2000,1.1325,-0.0854,-0.9248,-1.6647,-24.4904,0.190,0.200,0.800,0.810,0.990,1.010,Down,428.31,299.53,0.7134,0.3158,1.0292,+0.177,2,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,88,21,BUY,Up,2.5500,0.2000,0.5100,1.1325,+0.0000,-0.9248,-1.6647,-24.4904,0.190,0.200,0.800,0.810,0.990,1.010,Down,488.31,299.53,0.7204,0.3158,1.0361,+0.240,0,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,88,22,BUY,Up,1.2500,0.2000,0.2500,1.1325,+0.0000,-0.9248,-1.6647,-24.4904,0.190,0.200,0.800,0.810,0.990,1.010,Down,488.31,302.08,0.7204,0.3148,1.0352,+0.236,0,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,88,23,BUY,Up,2.5000,0.2000,0.5000,1.1325,+0.0000,-0.9248,-1.6647,-24.4904,0.190,0.200,0.800,0.810,0.990,1.010,Down,488.31,303.33,0.7204,0.3143,1.0347,+0.234,0,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,102,24,BUY,Up,53.0000,0.2500,13.2500,1.3474,+0.2150,-0.6085,+0.6123,-6.4873,0.320,0.340,0.660,0.680,0.980,1.020,Down,488.31,305.83,0.7204,0.3134,1.0338,+0.230,14,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,102,25,BUY,Up,56.0000,0.2248,12.5900,1.3474,+0.0000,-0.6085,+0.6123,-6.4873,0.320,0.340,0.660,0.680,0.980,1.020,Down,488.31,358.83,0.7204,0.3040,1.0244,+0.153,0,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,102,26,BUY,Up,55.0000,0.2377,13.0718,1.3474,+0.0000,-0.6085,+0.6123,-6.4873,0.320,0.340,0.660,0.680,0.980,1.020,Down,488.31,414.83,0.7204,0.2933,1.0137,+0.081,0,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,110,27,BUY,Up,41.0000,0.4200,17.2200,2.7777,+1.4303,-0.5322,+0.4877,-5.5649,0.430,0.440,0.560,0.570,0.990,1.010,Down,488.31,469.83,0.7204,0.2868,1.0072,+0.019,8,signal_flip,opener_dom,high,Up,momentum_dscore,
btc-updown-5m-1777467900,110,28,BUY,Up,29.8900,0.4000,11.9560,2.7777,+0.0000,-0.5322,+0.4877,-5.5649,0.430,0.440,0.560,0.570,0.990,1.010,Up,510.83,488.31,0.2975,0.7204,1.0179,+0.023,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,110,29,BUY,Up,20.3900,0.3900,7.9521,2.7777,+0.0000,-0.5322,+0.4877,-5.5649,0.430,0.440,0.560,0.570,0.990,1.010,Up,540.72,488.31,0.3032,0.7204,1.0235,+0.051,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,110,30,BUY,Up,12.1100,0.4000,4.8440,2.7777,+0.0000,-0.5322,+0.4877,-5.5649,0.430,0.440,0.560,0.570,0.990,1.010,Up,561.11,488.31,0.3063,0.7204,1.0267,+0.069,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,110,31,BUY,Up,19.5200,0.3800,7.4176,2.7777,+0.0000,-0.5322,+0.4877,-5.5649,0.430,0.440,0.560,0.570,0.990,1.010,Up,573.22,488.31,0.3083,0.7204,1.0287,+0.080,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,110,32,BUY,Up,11.4300,0.3700,4.2291,2.7777,+0.0000,-0.5322,+0.4877,-5.5649,0.430,0.440,0.560,0.570,0.990,1.010,Up,592.74,488.31,0.3107,0.7204,1.0310,+0.097,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,126,33,BUY,Down,45.0000,0.6694,30.1215,2.8898,+0.1121,-0.3796,+0.3333,-3.8281,0.300,0.310,0.690,0.700,0.990,1.010,Up,604.17,488.31,0.3118,0.7204,1.0322,+0.106,16,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,136,34,BUY,Up,43.0000,0.3680,15.8225,5.4247,+2.5349,+0.5526,+0.0626,+1.9944,0.330,0.340,0.660,0.670,0.990,1.010,Up,604.17,533.31,0.3118,0.7161,1.0279,+0.062,10,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,140,35,BUY,Down,15.0000,0.6467,9.7000,5.3763,-0.0484,+0.5522,+0.0468,+1.9893,0.360,0.370,0.630,0.640,0.990,1.010,Up,647.17,533.31,0.3155,0.7161,1.0316,+0.096,4,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,142,36,BUY,Up,20.0000,0.3250,6.5000,5.5302,+0.1539,+0.6821,+0.0748,+2.2963,0.370,0.380,0.620,0.630,0.990,1.010,Up,647.17,548.31,0.3155,0.7142,1.0297,+0.083,2,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,152,37,BUY,Down,50.0000,0.7164,35.8200,1.9997,-3.5305,-0.5841,-9.9846,-13.2509,0.200,0.210,0.790,0.800,0.990,1.010,Up,667.17,548.31,0.3158,0.7142,1.0300,+0.098,10,signal_flip,opener_dom,high,Up,momentum_dscore,
btc-updown-5m-1777467900,152,38,BUY,Down,55.0000,0.7517,41.3409,1.9997,+0.0000,-0.5841,-9.9846,-13.2509,0.200,0.210,0.790,0.800,0.990,1.010,Down,598.31,667.17,0.7144,0.3158,1.0302,-0.054,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,162,39,BUY,Down,78.0000,0.8398,65.5060,1.3146,-0.6851,-0.6637,-3.6122,-14.4788,0.110,0.120,0.880,0.890,0.990,1.010,Down,653.31,667.17,0.7175,0.3158,1.0333,-0.010,10,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,168,40,BUY,Down,136.0000,0.9000,122.4000,0.9608,-0.3538,-0.6950,-2.0040,-14.8793,0.060,0.070,0.930,0.940,0.990,1.010,Down,731.31,667.17,0.7305,0.3158,1.0463,+0.046,6,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,172,41,BUY,Down,26.2200,0.9300,24.3846,0.8392,-0.1216,-0.6993,-1.3625,-14.9425,0.080,0.090,0.910,0.920,0.990,1.010,Down,867.31,667.17,0.7571,0.3158,1.0729,+0.130,4,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,172,42,BUY,Down,74.1700,0.9188,68.1467,0.8392,+0.0000,-0.6993,-1.3625,-14.9425,0.080,0.090,0.910,0.920,0.990,1.010,Down,893.53,667.17,0.7622,0.3158,1.0780,+0.145,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,172,43,BUY,Down,3.7900,0.9300,3.5247,0.8392,+0.0000,-0.6993,-1.3625,-14.9425,0.080,0.090,0.910,0.920,0.990,1.010,Down,967.70,667.17,0.7742,0.3158,1.0900,+0.184,0,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,172,44,BUY,Down,123.9900,0.9300,115.3107,0.8392,+0.0000,-0.6993,-1.3625,-14.9425,0.080,0.090,0.910,0.920,0.990,1.010,Down,971.49,667.17,0.7748,0.3158,1.0906,+0.186,0,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,190,45,BUY,Up,14.0000,0.0700,0.9800,0.8904,+0.0512,-0.7294,-0.2533,-15.6212,0.070,0.080,0.920,0.930,0.990,1.010,Down,1095.48,667.17,0.7924,0.3158,1.1082,+0.243,18,price_drift,requote_hedge,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,190,46,BUY,Up,131.4300,0.0672,8.8336,0.8904,+0.0000,-0.7294,-0.2533,-15.6212,0.070,0.080,0.920,0.930,0.990,1.010,Down,1095.48,681.17,0.7924,0.3108,1.1031,+0.233,0,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,190,47,BUY,Up,8.5700,0.0700,0.5999,0.8904,+0.0000,-0.7294,-0.2533,-15.6212,0.070,0.080,0.920,0.930,0.990,1.010,Down,1095.48,812.60,0.7924,0.2714,1.0637,+0.148,0,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,242,48,BUY,Up,211.0000,0.0400,8.4400,3.5372,+2.6468,+0.4303,+0.6472,+1.4094,0.170,0.180,0.820,0.830,0.990,1.010,Down,1095.48,821.17,0.7924,0.2693,1.0616,+0.143,52,signal_flip,opener_dom,high,Up,momentum_dscore,
btc-updown-5m-1777467900,242,49,BUY,Up,260.0000,0.0318,8.2619,3.5372,+0.0000,+0.4303,+0.6472,+1.4094,0.170,0.180,0.820,0.830,0.990,1.010,Up,1032.17,1095.48,0.2224,0.7924,1.0148,-0.030,0,avg_down_edge,avg_down,high,Up,momentum_dscore,
btc-updown-5m-1777467900,262,50,BUY,Up,5.0000,0.0600,0.3000,4.9651,+1.4280,+0.4487,+0.1536,+0.8619,0.100,0.110,0.890,0.900,0.990,1.010,Up,1292.17,1095.48,0.1840,0.7924,0.9764,+0.082,20,price_drift,requote_dom,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,262,51,BUY,Up,5.1064,0.0600,0.3064,4.9651,+0.0000,+0.4487,+0.1536,+0.8619,0.100,0.110,0.890,0.900,0.990,1.010,Up,1297.17,1095.48,0.1836,0.7924,0.9759,+0.084,0,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777467900,268,52,BUY,Down,177.0000,0.9240,163.5544,4.7782,-0.1869,+0.4170,+0.1208,+0.8972,0.070,0.080,0.920,0.930,0.990,1.010,Up,1302.27,1095.48,0.1831,0.7924,0.9754,+0.086,6,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,268,53,BUY,Down,136.0000,0.9200,125.1200,4.7782,+0.0000,+0.4170,+0.1208,+0.8972,0.070,0.080,0.920,0.930,0.990,1.010,Up,1302.27,1272.48,0.1831,0.8107,0.9938,+0.012,0,parity_gap,hedge_topup,medium,Up,momentum_dscore,
btc-updown-5m-1777467900,276,54,BUY,Up,62.5400,0.0654,4.0874,4.8952,+0.1170,+0.4272,-0.0776,+0.8932,0.040,0.050,0.950,0.960,0.990,1.010,Up,1302.27,1408.48,0.1831,0.8212,1.0043,-0.039,8,unknown,unknown,low,Up,momentum_dscore,
btc-updown-5m-1777468200,12,0,BUY,Down,40.0000,0.4800,19.2000,4.0798,+0.0000,-0.2717,-0.0222,-0.6564,0.540,0.550,0.450,0.460,0.990,1.010,,0.00,0.00,0.0000,0.0000,0.0000,+0.000,,signal_open,opener_dom,high,Down,momentum_dscore,match
btc-updown-5m-1777468200,14,1,BUY,Up,40.0000,0.5372,21.4878,4.1965,+0.1168,-0.2730,-0.0177,-0.6586,0.540,0.550,0.450,0.460,0.990,1.010,Down,40.00,0.00,0.4800,0.0000,0.0000,+1.000,2,parity_gap,hedge_topup,medium,Down,momentum_dscore,
btc-updown-5m-1777468200,14,2,BUY,Up,41.0000,0.5400,22.1400,4.1965,+0.0000,-0.2730,-0.0177,-0.6586,0.540,0.550,0.450,0.460,0.990,1.010,Down,40.00,40.00,0.4800,0.5372,1.0172,+0.000,0,parity_gap,opener_hedge,low,Down,momentum_dscore,
btc-updown-5m-1777468200,54,3,BUY,Down,40.0000,0.4900,19.6000,6.0908,+1.8943,+0.3716,+0.1577,+0.6734,0.510,0.520,0.480,0.490,0.990,1.010,Down,40.00,81.00,0.4800,0.5386,1.0186,-0.339,40,price_drift,requote_dom,medium,Down,momentum_dscore,
btc-updown-5m-1777468200,64,4,BUY,Up,40.0000,0.5248,20.9900,6.2403,+0.1494,+0.3349,+0.1459,+0.6262,0.570,0.580,0.420,0.430,0.990,1.010,Down,80.00,81.00,0.4850,0.5386,1.0236,-0.006,10,price_drift,requote_hedge,medium,Down,momentum_dscore,
